#########Metric: Queue length, minThreshold: 200, maxThreshold: 400##########
#Request Rate	Queuelength	Response Time	Time Elapsed	Num Servers
0	0	91	0	1
0	0	0	10	1
83	422	36	20	2
94	405	62	30	3
111	0	52	40	2
78	0	41	50	1
67	319	37	60	1
79	410	58	70	2
70	357	61	80	2
46	234	80	90	2
59	173	86	100	1
68	295	37	110	1
53	327	60	120	1
59	262	71	130	1
54	298	77	140	1
61	288	80	150	1
67	306	82	160	1
60	294	83	170	1
71	365	83	180	1
86	398	84	190	1
54	321	84	200	1
75	349	84	210	1
50	268	84	220	1
71	276	85	230	1
89	472	91	240	2
54	392	63	250	2
58	264	81	260	2
55	294	86	270	2
59	289	90	280	2
95	494	90	290	3
87	9	54	300	2
82	0	41	310	1
78	380	37	320	1
74	334	58	330	1
68	404	70	340	2
74	290	66	350	2
91	410	84	360	3
89	0	52	370	2
67	0	40	380	1
75	400	37	390	1
107	497	58	400	2
76	456	62	410	3
66	0	51	420	2
73	0	41	430	1
88	393	37	440	1
79	408	58	450	2
79	386	65	460	2
68	364	84	470	2
106	397	87	480	2
127	548	88	490	3
98	0	54	500	2
82	81	42	510	1
62	337	37	520	1
88	354	58	530	1
64	360	70	540	1
80	412	77	550	2
50	42	60	560	1
76	329	37	570	1
74	398	61	580	1
101	439	71	590	2
75	495	61	600	3
66	0	53	610	2
58	0	40	620	1
90	437	37	630	2
70	343	60	640	2
75	357	79	650	2
106	441	86	660	3
70	0	53	670	2
65	0	41	680	1
82	334	39	690	1
61	316	59	700	1
97	391	70	710	1
89	430	77	720	2
65	346	61	730	2
63	319	79	740	2
52	299	87	750	2
46	223	91	760	2
66	234	90	770	2
57	267	90	780	2
86	444	90	790	3
89	0	53	800	2
82	42	43	810	1
82	366	37	820	1
77	415	58	830	2
86	354	60	840	2
109	434	82	850	3
89	0	52	860	2
90	60	41	870	1
75	382	37	880	1
63	409	58	890	2
86	456	61	900	3
93	1	53	910	2
107	279	43	920	2
98	152	47	930	1
83	501	37	940	2
82	414	61	950	3
78	0	53	960	2
76	0	40	970	1
73	359	37	980	1
85	414	58	990	2
83	372	60	1000	2
96	464	80	1010	3
70	0	51	1020	2
65	106	46	1030	1
82	380	37	1040	1
89	377	58	1050	1
117	495	70	1060	2
88	461	60	1070	3
98	0	52	1080	2
0	0	26	1090	1
0	0	0	1100	1
0	0	0	1110	1
0	0	0	1120	1
0	0	0	1130	1
0	0	0	1140	1
0	0	0	1150	1
0	0	0	1160	1
0	0	0	1170	1
0	0	0	1180	1
0	0	0	1190	1
0	0	0	1200	1
0	0	0	1210	1
0	0	0	1220	1
0	0	0	1230	1
0	0	0	1240	1
0	0	0	1250	1
0	0	0	1260	1
0	0	0	1270	1
0	0	0	1280	1
0	0	0	1290	1
0	0	0	1300	1
0	0	0	1310	1
0	0	0	1320	1
0	0	0	1330	1
0	0	0	1340	1
0	0	0	1350	1
0	0	0	1360	1
0	0	0	1370	1
0	0	0	1380	1
0	0	0	1390	1
0	0	0	1400	1
0	0	0	1410	1
0	0	0	1420	1
0	0	0	1430	1
